"date","nationality","state","arrivals","year","country","continent","latitude","longitude"
2021-03-01,"IND","Pulau Pinang",1,"2021","India","Asia",5.285153,100.456238
2021-03-01,"IND","Selangor",1441,"2021","India","Asia",3.072751,101.423454
2021-03-01,"IRL","Selangor",17,"2021","Ireland","Europe",3.072751,101.423454
2021-03-01,"IRN","Selangor",51,"2021","Iran","Asia",3.072751,101.423454
2021-03-01,"IRQ","Selangor",52,"2021","Iraq","Asia",3.072751,101.423454
2021-03-01,"ITA","Sarawak",1,"2021","Italy","Europe",1.5575,110.3439
2021-03-01,"ITA","Selangor",26,"2021","Italy","Europe",3.072751,101.423454
2021-03-01,"JOR","Selangor",43,"2021","Jordan","Asia",3.072751,101.423454
2021-03-01,"JPN","Johor",2,"2021","Japan","Asia",1.527549,103.745476
2021-03-01,"JPN","Pulau Pinang",37,"2021","Japan","Asia",5.285153,100.456238
2021-03-01,"JPN","Sarawak",1,"2021","Japan","Asia",1.5575,110.3439
2021-03-01,"JPN","Selangor",386,"2021","Japan","Asia",3.072751,101.423454
2021-03-01,"KAZ","Selangor",20,"2021","Kazakhstan","Asia",3.072751,101.423454
2021-03-01,"KEN","Selangor",33,"2021","Kenya","Africa",3.072751,101.423454
2021-03-01,"KGZ","Selangor",6,"2021","Kyrgyz Republic","Asia",3.072751,101.423454
2021-03-01,"KHM","Selangor",12,"2021","Cambodia","Asia",3.072751,101.423454
2021-03-01,"KIR","Selangor",4,"2021","Kiribati","Oceania",3.072751,101.423454
2021-03-01,"KOR","Johor",1,"2021","South Korea","Asia",1.527549,103.745476
2021-03-01,"KOR","Pulau Pinang",1,"2021","South Korea","Asia",5.285153,100.456238
2021-03-01,"KOR","Sabah",1,"2021","South Korea","Asia",5.420404,116.796783
2021-03-01,"KOR","Sarawak",2,"2021","South Korea","Asia",1.5575,110.3439
2021-03-01,"KOR","Selangor",339,"2021","South Korea","Asia",3.072751,101.423454
2021-03-01,"KWT","Selangor",4,"2021","Kuwait","Asia",3.072751,101.423454
2021-03-01,"LAO","Selangor",2,"2021","Lao","Asia",3.072751,101.423454
2021-03-01,"LBN","Selangor",4,"2021","Lebanon","Asia",3.072751,101.423454
2021-03-01,"LBR","Selangor",4,"2021","Liberia","Africa",3.072751,101.423454
2021-03-01,"LBY","Selangor",66,"2021","Libya","Africa",3.072751,101.423454
2021-03-01,"LKA","Johor",1,"2021","Sri Lanka","Asia",1.527549,103.745476
2021-03-01,"LKA","Sabah",1,"2021","Sri Lanka","Asia",5.420404,116.796783
2021-03-01,"LKA","Selangor",119,"2021","Sri Lanka","Asia",3.072751,101.423454
2021-03-01,"LTU","Selangor",1,"2021","Lithuania","Europe",3.072751,101.423454
2021-03-01,"LVA","Selangor",12,"2021","Latvia","Europe",3.072751,101.423454
2021-03-01,"MAR","Selangor",11,"2021","Morocco","Africa",3.072751,101.423454
2021-03-01,"MDV","Selangor",76,"2021","Maldives","Asia",3.072751,101.423454
2021-03-01,"MEX","Selangor",3,"2021","Mexico","North America",3.072751,101.423454
2021-03-01,"MKD","Selangor",1,"2021","Macedonia","Europe",3.072751,101.423454
2021-03-01,"MLI","Sabah",1,"2021","Mali","Africa",5.420404,116.796783
2021-03-01,"MLI","Selangor",2,"2021","Mali","Africa",3.072751,101.423454
2021-03-01,"MLT","Selangor",2,"2021","Malta","Europe",3.072751,101.423454
2021-03-01,"MMR","Johor",9,"2021","Myanmar","Asia",1.527549,103.745476
2021-03-01,"MMR","Selangor",123,"2021","Myanmar","Asia",3.072751,101.423454
2021-03-01,"MNE","Johor",4,"2021","Montenegro","Europe",1.527549,103.745476
2021-03-01,"MNE","Selangor",15,"2021","Montenegro","Europe",3.072751,101.423454
2021-03-01,"MOZ","Selangor",10,"2021","Mozambique","Africa",3.072751,101.423454
2021-03-01,"MRT","Selangor",2,"2021","Mauritania","Africa",3.072751,101.423454
2021-03-01,"MUS","Selangor",27,"2021","Mauritius","Africa",3.072751,101.423454
2021-03-01,"MWI","Selangor",8,"2021","Malawi","Africa",3.072751,101.423454
2021-03-01,"NAM","Selangor",2,"2021","Namibia","Africa",3.072751,101.423454
2021-03-01,"NGA","Selangor",139,"2021","Nigeria","Africa",3.072751,101.423454
2021-03-01,"NLD","Selangor",46,"2021","Netherlands","Europe",3.072751,101.423454
2021-03-01,"NOR","Johor",1,"2021","Norway","Europe",1.527549,103.745476
2021-03-01,"NOR","Selangor",13,"2021","Norway","Europe",3.072751,101.423454
2021-03-01,"NPL","Selangor",49,"2021","Nepal","Asia",3.072751,101.423454
2021-03-01,"NZL","Selangor",11,"2021","New Zealand","Oceania",3.072751,101.423454
2021-03-01,"OMN","Selangor",34,"2021","Oman","Asia",3.072751,101.423454
2021-03-01,"PAK","Johor",9,"2021","Pakistan","Asia",1.527549,103.745476
2021-03-01,"PAK","Sarawak",1,"2021","Pakistan","Asia",1.5575,110.3439
2021-03-01,"PAK","Selangor",337,"2021","Pakistan","Asia",3.072751,101.423454
2021-03-01,"PHL","Johor",97,"2021","Philippines","Asia",1.527549,103.745476
2021-03-01,"PHL","Pulau Pinang",1,"2021","Philippines","Asia",5.285153,100.456238
2021-03-01,"PHL","Sarawak",66,"2021","Philippines","Asia",1.5575,110.3439
2021-03-01,"PHL","Selangor",467,"2021","Philippines","Asia",3.072751,101.423454
2021-03-01,"PHL","W.P. Labuan",3,"2021","Philippines","Asia",5.3,115.22
2021-03-01,"POL","Johor",1,"2021","Poland","Europe",1.527549,103.745476
2021-03-01,"POL","Sabah",1,"2021","Poland","Europe",5.420404,116.796783
2021-03-01,"POL","Selangor",27,"2021","Poland","Europe",3.072751,101.423454
2021-03-01,"PRK","Selangor",1,"2021","North Korea","Asia",3.072751,101.423454
2021-03-01,"PRT","Selangor",6,"2021","Portugal","Europe",3.072751,101.423454
2021-03-01,"PSE","Selangor",20,"2021","Palestine","Asia",3.072751,101.423454
2021-03-01,"QAT","Selangor",8,"2021","Qatar","Asia",3.072751,101.423454
2021-03-01,"ROU","Selangor",28,"2021","Romania","Europe",3.072751,101.423454
2021-03-01,"RUS","Selangor",58,"2021","Russia","Europe",3.072751,101.423454
2021-03-01,"SAU","Selangor",81,"2021","Saudi Arabia","Asia",3.072751,101.423454
2021-03-01,"SDN","Selangor",59,"2021","Sudan","Africa",3.072751,101.423454
2021-03-01,"SEN","Selangor",3,"2021","Senegal","Africa",3.072751,101.423454
2021-03-01,"SGP","Johor",297,"2021","Singapore","Asia",1.527549,103.745476
2021-03-01,"SGP","Perak",2,"2021","Singapore","Asia",4.69395,101.117577
2021-03-01,"SGP","Pulau Pinang",23,"2021","Singapore","Asia",5.285153,100.456238
2021-03-01,"SGP","Sarawak",8,"2021","Singapore","Asia",1.5575,110.3439
2021-03-01,"SGP","Selangor",163,"2021","Singapore","Asia",3.072751,101.423454
2021-03-01,"SLE","Selangor",5,"2021","Sierra Leone","Africa",3.072751,101.423454
2021-03-01,"SLV","Selangor",1,"2021","El Salvador","North America",3.072751,101.423454
2021-03-01,"SOM","Selangor",36,"2021","Somalia","Africa",3.072751,101.423454
2021-03-01,"SRB","Selangor",1,"2021","Serbia","Europe",3.072751,101.423454
2021-03-01,"SSD","Selangor",13,"2021","South Sudan","Africa",3.072751,101.423454
2021-03-01,"SVK","Selangor",12,"2021","Slovak Republic","Europe",3.072751,101.423454
2021-03-01,"SVN","Selangor",2,"2021","Slovenia","Europe",3.072751,101.423454
2021-03-01,"SWE","Selangor",28,"2021","Sweden","Europe",3.072751,101.423454
2021-03-01,"SWZ","Selangor",3,"2021","Swaziland","Africa",3.072751,101.423454
2021-03-01,"SYC","Selangor",13,"2021","Seychelles","Africa",3.072751,101.423454
2021-03-01,"SYR","Selangor",51,"2021","Syrian Arab Republic","Asia",3.072751,101.423454
2021-03-01,"TCD","Selangor",2,"2021","Chad","Africa",3.072751,101.423454
2021-03-01,"THA","Kedah",19195,"2021","Thailand","Asia",6.155672,100.569649
2021-03-01,"THA","Kelantan",4,"2021","Thailand","Asia",6.125397,102.238068
2021-03-01,"THA","Perak",2,"2021","Thailand","Asia",4.69395,101.117577
2021-03-01,"THA","Perlis",10965,"2021","Thailand","Asia",6.443589,100.216599
2021-03-01,"THA","Pulau Pinang",19,"2021","Thailand","Asia",5.285153,100.456238
2021-03-01,"THA","Sarawak",11,"2021","Thailand","Asia",1.5575,110.3439
2021-03-01,"THA","Selangor",369,"2021","Thailand","Asia",3.072751,101.423454
2021-03-01,"TJK","Selangor",1,"2021","Tajikistan","Asia",3.072751,101.423454
2021-03-01,"TLS","Selangor",1,"2021","Timor-Leste","Asia",3.072751,101.423454
2021-03-01,"TUN","Selangor",9,"2021","Tunisia","Africa",3.072751,101.423454
2021-03-01,"TUR","Selangor",30,"2021","Turkey","Asia",3.072751,101.423454
2021-03-01,"TWN","Pulau Pinang",11,"2021","Taiwan","Asia",5.285153,100.456238
2021-03-01,"TWN","Selangor",111,"2021","Taiwan","Asia",3.072751,101.423454
2021-03-01,"TZA","Selangor",38,"2021","Tanzania","Africa",3.072751,101.423454
2021-03-01,"UGA","Selangor",5,"2021","Uganda","Africa",3.072751,101.423454
2021-03-01,"UKR","Johor",24,"2021","Ukraine","Europe",1.527549,103.745476
2021-03-01,"UKR","Selangor",47,"2021","Ukraine","Europe",3.072751,101.423454
2021-03-01,"USA","Johor",1,"2021","United States","North America",1.527549,103.745476
2021-03-01,"USA","Pulau Pinang",4,"2021","United States","North America",5.285153,100.456238
2021-03-01,"USA","Sarawak",1,"2021","United States","North America",1.5575,110.3439
2021-03-01,"USA","Selangor",150,"2021","United States","North America",3.072751,101.423454
2021-03-01,"UZB","Selangor",14,"2021","Uzbekistan","Asia",3.072751,101.423454
2021-03-01,"VAT","Selangor",1,"2021","Holy See","Europe",3.072751,101.423454
2021-03-01,"VEN","Selangor",2,"2021","Venezuela","South America",3.072751,101.423454
2021-03-01,"VNM","Johor",1,"2021","Vietnam","Asia",1.527549,103.745476
2021-03-01,"VNM","Pulau Pinang",1,"2021","Vietnam","Asia",5.285153,100.456238
2021-03-01,"VNM","Selangor",113,"2021","Vietnam","Asia",3.072751,101.423454
2021-03-01,"VNM","Terengganu",18,"2021","Vietnam","Asia",5.3292,103.1361
2021-03-01,"VUT","Selangor",1,"2021","Vanuatu","Oceania",3.072751,101.423454
2021-03-01,"YEM","Selangor",83,"2021","Yemen","Asia",3.072751,101.423454
2021-03-01,"ZAF","Johor",3,"2021","South Africa","Africa",1.527549,103.745476
2021-03-01,"ZAF","Selangor",68,"2021","South Africa","Africa",3.072751,101.423454
2021-03-01,"ZMB","Selangor",24,"2021","Zambia","Africa",3.072751,101.423454
2021-03-01,"ZWE","Selangor",11,"2021","Zimbabwe","Africa",3.072751,101.423454
2021-04-01,"AFG","Selangor",30,"2021","Afghanistan","Asia",3.072751,101.423454
2021-04-01,"ALB","Selangor",4,"2021","Albania","Europe",3.072751,101.423454
2021-04-01,"ARE","Selangor",5,"2021","United Arab Emirates","Asia",3.072751,101.423454
2021-04-01,"ARG","Selangor",2,"2021","Argentina","South America",3.072751,101.423454
2021-04-01,"ARM","Selangor",1,"2021","Armenia","Asia",3.072751,101.423454
2021-04-01,"AUS","Johor",1,"2021","Australia","Oceania",1.527549,103.745476
2021-04-01,"AUS","Pulau Pinang",9,"2021","Australia","Oceania",5.285153,100.456238
2021-04-01,"AUS","Sarawak",1,"2021","Australia","Oceania",1.5575,110.3439
2021-04-01,"AUS","Selangor",102,"2021","Australia","Oceania",3.072751,101.423454
2021-04-01,"AUT","Selangor",17,"2021","Austria","Europe",3.072751,101.423454
2021-04-01,"AZE","Selangor",1,"2021","Azerbaijan","Asia",3.072751,101.423454
2021-04-01,"BDI","Selangor",3,"2021","Burundi","Africa",3.072751,101.423454
2021-04-01,"BEL","Johor",1,"2021","Belgium","Europe",1.527549,103.745476
2021-04-01,"BEL","Selangor",9,"2021","Belgium","Europe",3.072751,101.423454
2021-04-01,"BEN","Selangor",1,"2021","Benin","Africa",3.072751,101.423454
2021-04-01,"BGD","Johor",6,"2021","Bangladesh","Asia",1.527549,103.745476
2021-04-01,"BGD","Selangor",265,"2021","Bangladesh","Asia",3.072751,101.423454
2021-04-01,"BGR","Selangor",10,"2021","Bulgaria","Europe",3.072751,101.423454
2021-04-01,"BHR","Selangor",1,"2021","Bahrain","Asia",3.072751,101.423454
2021-04-01,"BIH","Selangor",3,"2021","Bosnia and Herzegovina","Europe",3.072751,101.423454
2021-04-01,"BLR","Selangor",1,"2021","Belarus","Europe",3.072751,101.423454
2021-04-01,"BRA","Selangor",27,"2021","Brazil","South America",3.072751,101.423454
2021-04-01,"BRN","Sarawak",385,"2021","Brunei","Asia",1.5575,110.3439
2021-04-01,"BRN","Selangor",22,"2021","Brunei","Asia",3.072751,101.423454
2021-04-01,"BRN","W.P. Labuan",4,"2021","Brunei","Asia",5.3,115.22
2021-04-01,"CAN","Selangor",36,"2021","Canada","North America",3.072751,101.423454
2021-04-01,"CHE","Selangor",21,"2021","Switzerland","Europe",3.072751,101.423454
2021-04-01,"CHL","Selangor",1,"2021","Chile","South America",3.072751,101.423454
2021-04-01,"CHN","Johor",35,"2021","China","Asia",1.527549,103.745476
2021-04-01,"CHN","Pahang",1,"2021","China","Asia",3.974341,102.438057
2021-04-01,"CHN","Pulau Pinang",2,"2021","China","Asia",5.285153,100.456238
2021-04-01,"CHN","Sarawak",67,"2021","China","Asia",1.5575,110.3439
2021-04-01,"CHN","Selangor",1570,"2021","China","Asia",3.072751,101.423454
2021-04-01,"CMR","Selangor",3,"2021","Cameroon","Africa",3.072751,101.423454
2021-04-01,"COD","Selangor",4,"2021","DR Congo","Africa",3.072751,101.423454
2021-04-01,"COL","Selangor",7,"2021","Colombia","South America",3.072751,101.423454
2021-04-01,"COM","Selangor",2,"2021","Comoros","Africa",3.072751,101.423454
2021-04-01,"CRI","Selangor",1,"2021","Costa Rica","North America",3.072751,101.423454
2021-04-01,"CYP","Selangor",1,"2021","Cyprus","Asia",3.072751,101.423454
2021-04-01,"CZE","Selangor",9,"2021","Czech Republic","Europe",3.072751,101.423454
2021-04-01,"DEU","Johor",2,"2021","Germany","Europe",1.527549,103.745476
2021-04-01,"DEU","Pulau Pinang",1,"2021","Germany","Europe",5.285153,100.456238
2021-04-01,"DEU","Selangor",101,"2021","Germany","Europe",3.072751,101.423454
2021-04-01,"DJI","Selangor",24,"2021","Djibouti","Africa",3.072751,101.423454
2021-04-01,"DNK","Johor",9,"2021","Denmark","Europe",1.527549,103.745476
2021-04-01,"DNK","Pulau Pinang",2,"2021","Denmark","Europe",5.285153,100.456238
2021-04-01,"DNK","Selangor",23,"2021","Denmark","Europe",3.072751,101.423454
2021-04-01,"DZA","Selangor",3,"2021","Algeria","Africa",3.072751,101.423454
2021-04-01,"ECU","Selangor",1,"2021","Ecuador","South America",3.072751,101.423454
2021-04-01,"EGY","Selangor",98,"2021","Egypt","Africa",3.072751,101.423454
2021-04-01,"ERI","Selangor",1,"2021","Eritrea","Africa",3.072751,101.423454
2021-04-01,"ESP","Selangor",21,"2021","Spain","Europe",3.072751,101.423454
2021-04-01,"EST","Selangor",3,"2021","Estonia","Europe",3.072751,101.423454
2021-04-01,"ETH","Selangor",4,"2021","Ethiopia ","Africa",3.072751,101.423454
2021-04-01,"FIN","Selangor",6,"2021","Finland","Europe",3.072751,101.423454
2021-04-01,"FJI","Selangor",1,"2021","Fiji","Oceania",3.072751,101.423454
2021-04-01,"FRA","Johor",3,"2021","France","Europe",1.527549,103.745476
2021-04-01,"FRA","Selangor",65,"2021","France","Europe",3.072751,101.423454
2021-04-01,"GAB","Selangor",1,"2021","Gabon","Africa",3.072751,101.423454
2021-04-01,"GBR","Johor",4,"2021","United Kingdom","Europe",1.527549,103.745476
2021-04-01,"GBR","Perak",1,"2021","United Kingdom","Europe",4.69395,101.117577
2021-04-01,"GBR","Pulau Pinang",3,"2021","United Kingdom","Europe",5.285153,100.456238
2021-04-01,"GBR","Sabah",1,"2021","United Kingdom","Europe",5.420404,116.796783
2021-04-01,"GBR","Selangor",221,"2021","United Kingdom","Europe",3.072751,101.423454
2021-04-01,"GEO","Selangor",2,"2021","Georgia","Asia",3.072751,101.423454
2021-04-01,"GHA","Selangor",10,"2021","Ghana","Africa",3.072751,101.423454
2021-04-01,"GIN","Selangor",24,"2021","Guinea","Africa",3.072751,101.423454
2021-04-01,"GMB","Selangor",1,"2021","Gambia","Africa",3.072751,101.423454
2021-04-01,"GNQ","Selangor",2,"2021","Equatorial Guinea","Africa",3.072751,101.423454
2021-04-01,"GRC","Johor",6,"2021","Greece","Europe",1.527549,103.745476
2021-04-01,"GRC","Selangor",3,"2021","Greece","Europe",3.072751,101.423454
2021-04-01,"HKG","Pulau Pinang",1,"2021","Hong Kong","Asia",5.285153,100.456238
2021-04-01,"HND","Selangor",5,"2021","Honduras","North America",3.072751,101.423454
2021-04-01,"HRV","Selangor",15,"2021","Croatia","Europe",3.072751,101.423454
2021-04-01,"HUN","Selangor",9,"2021","Hungary","Europe",3.072751,101.423454
2021-04-01,"IDN","Johor",210,"2021","Indonesia","Asia",1.527549,103.745476
2021-04-01,"IDN","Kedah",3,"2021","Indonesia","Asia",6.155672,100.569649
2021-04-01,"IDN","Perlis",5,"2021","Indonesia","Asia",6.443589,100.216599
2021-04-01,"IDN","Pulau Pinang",17,"2021","Indonesia","Asia",5.285153,100.456238
2021-04-01,"IDN","Sabah",1,"2021","Indonesia","Asia",5.420404,116.796783
2021-04-01,"IDN","Sarawak",424,"2021","Indonesia","Asia",1.5575,110.3439
2021-04-01,"IDN","Selangor",1117,"2021","Indonesia","Asia",3.072751,101.423454
2021-04-01,"IDN","W.P. Labuan",4,"2021","Indonesia","Asia",5.3,115.22
2021-04-01,"IND","Johor",101,"2021","India","Asia",1.527549,103.745476
2021-04-01,"IND","Pahang",2,"2021","India","Asia",3.974341,102.438057
2021-04-01,"IND","Pulau Pinang",3,"2021","India","Asia",5.285153,100.456238
2021-04-01,"IND","Sabah",2,"2021","India","Asia",5.420404,116.796783
2021-04-01,"IND","Selangor",1359,"2021","India","Asia",3.072751,101.423454
2021-04-01,"IRL","Selangor",10,"2021","Ireland","Europe",3.072751,101.423454
2021-04-01,"IRN","Selangor",46,"2021","Iran","Asia",3.072751,101.423454
2021-04-01,"IRQ","Selangor",39,"2021","Iraq","Asia",3.072751,101.423454
2021-04-01,"ITA","Pulau Pinang",1,"2021","Italy","Europe",5.285153,100.456238
2021-04-01,"ITA","Selangor",67,"2021","Italy","Europe",3.072751,101.423454
2021-04-01,"JAM","Selangor",1,"2021","Jamaica","North America",3.072751,101.423454
2021-04-01,"JOR","Selangor",25,"2021","Jordan","Asia",3.072751,101.423454
2021-04-01,"JPN","Johor",2,"2021","Japan","Asia",1.527549,103.745476
2021-04-01,"JPN","Pulau Pinang",24,"2021","Japan","Asia",5.285153,100.456238
2021-04-01,"JPN","Sabah",1,"2021","Japan","Asia",5.420404,116.796783
2021-04-01,"JPN","Sarawak",4,"2021","Japan","Asia",1.5575,110.3439
2021-04-01,"JPN","Selangor",600,"2021","Japan","Asia",3.072751,101.423454
2021-04-01,"KAZ","Selangor",21,"2021","Kazakhstan","Asia",3.072751,101.423454
2021-04-01,"KEN","Selangor",18,"2021","Kenya","Africa",3.072751,101.423454
2021-04-01,"KGZ","Selangor",6,"2021","Kyrgyz Republic","Asia",3.072751,101.423454
2021-04-01,"KHM","Selangor",9,"2021","Cambodia","Asia",3.072751,101.423454
2021-04-01,"KOR","Perak",1,"2021","South Korea","Asia",4.69395,101.117577
2021-04-01,"KOR","Pulau Pinang",2,"2021","South Korea","Asia",5.285153,100.456238
2021-04-01,"KOR","Sarawak",4,"2021","South Korea","Asia",1.5575,110.3439
2021-04-01,"KOR","Selangor",332,"2021","South Korea","Asia",3.072751,101.423454
2021-04-01,"LAO","Selangor",46,"2021","Lao","Asia",3.072751,101.423454
2021-04-01,"LBN","Selangor",5,"2021","Lebanon","Asia",3.072751,101.423454
2021-04-01,"LBR","Selangor",4,"2021","Liberia","Africa",3.072751,101.423454
2021-04-01,"LBY","Selangor",50,"2021","Libya","Africa",3.072751,101.423454
2021-04-01,"LIE","Selangor",1,"2021","Liechtenstein","Europe",3.072751,101.423454
2021-04-01,"LKA","Johor",3,"2021","Sri Lanka","Asia",1.527549,103.745476
2021-04-01,"LKA","Selangor",118,"2021","Sri Lanka","Asia",3.072751,101.423454
2021-04-01,"LTU","Johor",1,"2021","Lithuania","Europe",1.527549,103.745476
2021-04-01,"LTU","Selangor",3,"2021","Lithuania","Europe",3.072751,101.423454
2021-04-01,"LUX","Selangor",2,"2021","Luxembourg","Europe",3.072751,101.423454
2021-04-01,"LVA","Selangor",2,"2021","Latvia","Europe",3.072751,101.423454
2021-04-01,"MAR","Selangor",12,"2021","Morocco","Africa",3.072751,101.423454
2021-04-01,"MDA","Selangor",1,"2021","Moldova","Europe",3.072751,101.423454
2021-04-01,"MDG","Selangor",1,"2021","Madagascar","Africa",3.072751,101.423454
2021-04-01,"MDV","Selangor",97,"2021","Maldives","Asia",3.072751,101.423454
2021-04-01,"MEX","Selangor",11,"2021","Mexico","North America",3.072751,101.423454
2021-04-01,"MHL","Selangor",1,"2021","Marshall Islands","Oceania",3.072751,101.423454
2021-04-01,"MKD","Selangor",2,"2021","Macedonia","Europe",3.072751,101.423454
2021-04-01,"MLI","Selangor",6,"2021","Mali","Africa",3.072751,101.423454
2021-04-01,"MLT","Selangor",1,"2021","Malta","Europe",3.072751,101.423454
2021-04-01,"MMR","Johor",6,"2021","Myanmar","Asia",1.527549,103.745476
2021-04-01,"MMR","Selangor",103,"2021","Myanmar","Asia",3.072751,101.423454
2021-04-01,"MNE","Selangor",6,"2021","Montenegro","Europe",3.072751,101.423454
2021-04-01,"MOZ","Selangor",4,"2021","Mozambique","Africa",3.072751,101.423454
2021-04-01,"MRT","Selangor",2,"2021","Mauritania","Africa",3.072751,101.423454
2021-04-01,"MUS","Selangor",8,"2021","Mauritius","Africa",3.072751,101.423454
2021-04-01,"MWI","Selangor",7,"2021","Malawi","Africa",3.072751,101.423454
2021-04-01,"NAM","Selangor",4,"2021","Namibia","Africa",3.072751,101.423454
2021-04-01,"NGA","Selangor",164,"2021","Nigeria","Africa",3.072751,101.423454
2021-04-01,"NIC","Selangor",5,"2021","Nicaragua","North America",3.072751,101.423454
2021-04-01,"NLD","Johor",4,"2021","Netherlands","Europe",1.527549,103.745476
2021-04-01,"NLD","Selangor",61,"2021","Netherlands","Europe",3.072751,101.423454
2021-04-01,"NOR","Johor",1,"2021","Norway","Europe",1.527549,103.745476
2021-04-01,"NOR","Selangor",12,"2021","Norway","Europe",3.072751,101.423454
2021-04-01,"NPL","Selangor",182,"2021","Nepal","Asia",3.072751,101.423454
2021-04-01,"NZL","Selangor",26,"2021","New Zealand","Oceania",3.072751,101.423454
2021-04-01,"OMN","Selangor",10,"2021","Oman","Asia",3.072751,101.423454
2021-04-01,"PAK","Johor",13,"2021","Pakistan","Asia",1.527549,103.745476
2021-04-01,"PAK","Sabah",1,"2021","Pakistan","Asia",5.420404,116.796783
2021-04-01,"PAK","Selangor",298,"2021","Pakistan","Asia",3.072751,101.423454
2021-04-01,"PAN","Selangor",1,"2021","Panama","North America",3.072751,101.423454
2021-04-01,"PER","Selangor",2,"2021","Peru","South America",3.072751,101.423454
2021-04-01,"PHL","Johor",158,"2021","Philippines","Asia",1.527549,103.745476
2021-04-01,"PHL","Pulau Pinang",1,"2021","Philippines","Asia",5.285153,100.456238
2021-04-01,"PHL","Sarawak",72,"2021","Philippines","Asia",1.5575,110.3439
2021-04-01,"PHL","Selangor",622,"2021","Philippines","Asia",3.072751,101.423454
2021-04-01,"PHL","W.P. Labuan",2,"2021","Philippines","Asia",5.3,115.22
2021-04-01,"PNG","Selangor",1,"2021","Papua New Guinea","Oceania",3.072751,101.423454
2021-04-01,"POL","Johor",4,"2021","Poland","Europe",1.527549,103.745476
2021-04-01,"POL","Selangor",26,"2021","Poland","Europe",3.072751,101.423454
2021-04-01,"PRT","Selangor",7,"2021","Portugal","Europe",3.072751,101.423454
2021-04-01,"PSE","Selangor",15,"2021","Palestine","Asia",3.072751,101.423454
2021-04-01,"QAT","Selangor",8,"2021","Qatar","Asia",3.072751,101.423454
2021-04-01,"ROU","Selangor",22,"2021","Romania","Europe",3.072751,101.423454
2021-04-01,"RUS","Johor",5,"2021","Russia","Europe",1.527549,103.745476
2021-04-01,"RUS","Kedah",3,"2021","Russia","Europe",6.155672,100.569649
2021-04-01,"RUS","Selangor",101,"2021","Russia","Europe",3.072751,101.423454
2021-04-01,"RWA","Selangor",4,"2021","Rwanda","Africa",3.072751,101.423454
2021-04-01,"SAU","Selangor",64,"2021","Saudi Arabia","Asia",3.072751,101.423454
2021-04-01,"SDN","Selangor",67,"2021","Sudan","Africa",3.072751,101.423454
2021-04-01,"SEN","Selangor",2,"2021","Senegal","Africa",3.072751,101.423454
2021-04-01,"SGP","Johor",244,"2021","Singapore","Asia",1.527549,103.745476
2021-04-01,"SGP","Perak",8,"2021","Singapore","Asia",4.69395,101.117577
2021-04-01,"SGP","Perlis",1,"2021","Singapore","Asia",6.443589,100.216599
2021-04-01,"SGP","Pulau Pinang",20,"2021","Singapore","Asia",5.285153,100.456238
2021-04-01,"SGP","Sabah",1,"2021","Singapore","Asia",5.420404,116.796783
2021-04-01,"SGP","Sarawak",6,"2021","Singapore","Asia",1.5575,110.3439
2021-04-01,"SGP","Selangor",162,"2021","Singapore","Asia",3.072751,101.423454
2021-04-01,"SLE","Selangor",2,"2021","Sierra Leone","Africa",3.072751,101.423454
2021-04-01,"SOM","Selangor",48,"2021","Somalia","Africa",3.072751,101.423454
2021-04-01,"SRB","Selangor",2,"2021","Serbia","Europe",3.072751,101.423454
2021-04-01,"SSD","Selangor",4,"2021","South Sudan","Africa",3.072751,101.423454
2021-04-01,"SVK","Selangor",11,"2021","Slovak Republic","Europe",3.072751,101.423454
2021-04-01,"SVN","Selangor",1,"2021","Slovenia","Europe",3.072751,101.423454
2021-04-01,"SWE","Johor",2,"2021","Sweden","Europe",1.527549,103.745476
2021-04-01,"SWE","Selangor",32,"2021","Sweden","Europe",3.072751,101.423454
2021-04-01,"SWZ","Selangor",1,"2021","Swaziland","Africa",3.072751,101.423454
2021-04-01,"SYC","Selangor",6,"2021","Seychelles","Africa",3.072751,101.423454
2021-04-01,"SYR","Selangor",33,"2021","Syrian Arab Republic","Asia",3.072751,101.423454
2021-04-01,"TCD","Selangor",3,"2021","Chad","Africa",3.072751,101.423454
2021-04-01,"TGO","Selangor",1,"2021","Togo","Africa",3.072751,101.423454
2021-04-01,"THA","Johor",7,"2021","Thailand","Asia",1.527549,103.745476
2021-04-01,"THA","Kedah",17845,"2021","Thailand","Asia",6.155672,100.569649
2021-04-01,"THA","Kelantan",5,"2021","Thailand","Asia",6.125397,102.238068
2021-04-01,"THA","Perlis",8154,"2021","Thailand","Asia",6.443589,100.216599
2021-04-01,"THA","Pulau Pinang",2,"2021","Thailand","Asia",5.285153,100.456238
2021-04-01,"THA","Sarawak",14,"2021","Thailand","Asia",1.5575,110.3439
2021-04-01,"THA","Selangor",243,"2021","Thailand","Asia",3.072751,101.423454
2021-04-01,"TJK","Selangor",3,"2021","Tajikistan","Asia",3.072751,101.423454
2021-04-01,"TKM","Selangor",1,"2021","Turkmenistan","Asia",3.072751,101.423454
2021-04-01,"TLS","Selangor",2,"2021","Timor-Leste","Asia",3.072751,101.423454
2021-04-01,"TTO","Selangor",1,"2021","Trinidad and Tobago","North America",3.072751,101.423454
2021-04-01,"TUN","Selangor",6,"2021","Tunisia","Africa",3.072751,101.423454
2021-04-01,"TUR","Johor",1,"2021","Turkey","Asia",1.527549,103.745476
