"date","nationality","state","arrivals","year","country","continent","latitude","longitude"
2022-09-01,"DNK","Selangor",684,"2022","Denmark","Europe",3.072751,101.423454
2022-09-01,"DNK","W.P. Labuan",1,"2022","Denmark","Europe",5.3,115.22
2022-09-01,"DOM","Pulau Pinang",1,"2022","Dominican Republic","North America",5.285153,100.456238
2022-09-01,"DOM","Selangor",8,"2022","Dominican Republic","North America",3.072751,101.423454
2022-09-01,"DZA","Johor",21,"2022","Algeria","Africa",1.527549,103.745476
2022-09-01,"DZA","Sabah",1,"2022","Algeria","Africa",5.420404,116.796783
2022-09-01,"DZA","Sarawak",1,"2022","Algeria","Africa",1.5575,110.3439
2022-09-01,"DZA","Selangor",478,"2022","Algeria","Africa",3.072751,101.423454
2022-09-01,"ECU","Johor",7,"2022","Ecuador","South America",1.527549,103.745476
2022-09-01,"ECU","Kedah",3,"2022","Ecuador","South America",6.155672,100.569649
2022-09-01,"ECU","Pulau Pinang",1,"2022","Ecuador","South America",5.285153,100.456238
2022-09-01,"ECU","Sabah",1,"2022","Ecuador","South America",5.420404,116.796783
2022-09-01,"ECU","Sarawak",2,"2022","Ecuador","South America",1.5575,110.3439
2022-09-01,"ECU","Selangor",43,"2022","Ecuador","South America",3.072751,101.423454
2022-09-01,"EGY","Johor",164,"2022","Egypt","Africa",1.527549,103.745476
2022-09-01,"EGY","Kedah",2,"2022","Egypt","Africa",6.155672,100.569649
2022-09-01,"EGY","Kelantan",2,"2022","Egypt","Africa",6.125397,102.238068
2022-09-01,"EGY","Pulau Pinang",4,"2022","Egypt","Africa",5.285153,100.456238
2022-09-01,"EGY","Sarawak",119,"2022","Egypt","Africa",1.5575,110.3439
2022-09-01,"EGY","Selangor",1708,"2022","Egypt","Africa",3.072751,101.423454
2022-09-01,"ERI","Selangor",17,"2022","Eritrea","Africa",3.072751,101.423454
2022-09-01,"ESP","Johor",473,"2022","Spain","Europe",1.527549,103.745476
2022-09-01,"ESP","Kedah",49,"2022","Spain","Europe",6.155672,100.569649
2022-09-01,"ESP","Kelantan",3,"2022","Spain","Europe",6.125397,102.238068
2022-09-01,"ESP","Melaka",1,"2022","Spain","Europe",2.1944,102.2486
2022-09-01,"ESP","Perak",1,"2022","Spain","Europe",4.69395,101.117577
2022-09-01,"ESP","Perlis",7,"2022","Spain","Europe",6.443589,100.216599
2022-09-01,"ESP","Pulau Pinang",79,"2022","Spain","Europe",5.285153,100.456238
2022-09-01,"ESP","Sabah",38,"2022","Spain","Europe",5.420404,116.796783
2022-09-01,"ESP","Sarawak",64,"2022","Spain","Europe",1.5575,110.3439
2022-09-01,"ESP","Selangor",2375,"2022","Spain","Europe",3.072751,101.423454
2022-09-01,"EST","Johor",11,"2022","Estonia","Europe",1.527549,103.745476
2022-09-01,"EST","Kedah",1,"2022","Estonia","Europe",6.155672,100.569649
2022-09-01,"EST","Perlis",1,"2022","Estonia","Europe",6.443589,100.216599
2022-09-01,"EST","Pulau Pinang",2,"2022","Estonia","Europe",5.285153,100.456238
2022-09-01,"EST","Sabah",3,"2022","Estonia","Europe",5.420404,116.796783
2022-09-01,"EST","Sarawak",8,"2022","Estonia","Europe",1.5575,110.3439
2022-09-01,"EST","Selangor",73,"2022","Estonia","Europe",3.072751,101.423454
2022-09-01,"ETH","Johor",2,"2022","Ethiopia ","Africa",1.527549,103.745476
2022-09-01,"ETH","Pulau Pinang",1,"2022","Ethiopia ","Africa",5.285153,100.456238
2022-09-01,"ETH","Selangor",23,"2022","Ethiopia ","Africa",3.072751,101.423454
2022-09-01,"FIN","Johor",113,"2022","Finland","Europe",1.527549,103.745476
2022-09-01,"FIN","Kedah",12,"2022","Finland","Europe",6.155672,100.569649
2022-09-01,"FIN","Pulau Pinang",19,"2022","Finland","Europe",5.285153,100.456238
2022-09-01,"FIN","Sabah",7,"2022","Finland","Europe",5.420404,116.796783
2022-09-01,"FIN","Sarawak",7,"2022","Finland","Europe",1.5575,110.3439
2022-09-01,"FIN","Selangor",269,"2022","Finland","Europe",3.072751,101.423454
2022-09-01,"FJI","Johor",56,"2022","Fiji","Oceania",1.527549,103.745476
2022-09-01,"FJI","Pulau Pinang",3,"2022","Fiji","Oceania",5.285153,100.456238
2022-09-01,"FJI","Sabah",2,"2022","Fiji","Oceania",5.420404,116.796783
2022-09-01,"FJI","Sarawak",1,"2022","Fiji","Oceania",1.5575,110.3439
2022-09-01,"FJI","Selangor",72,"2022","Fiji","Oceania",3.072751,101.423454
2022-09-01,"FRA","Johor",1357,"2022","France","Europe",1.527549,103.745476
2022-09-01,"FRA","Kedah",150,"2022","France","Europe",6.155672,100.569649
2022-09-01,"FRA","Kelantan",3,"2022","France","Europe",6.125397,102.238068
2022-09-01,"FRA","Melaka",2,"2022","France","Europe",2.1944,102.2486
2022-09-01,"FRA","Negeri Sembilan",6,"2022","France","Europe",2.731813,102.252502
2022-09-01,"FRA","Pahang",4,"2022","France","Europe",3.974341,102.438057
2022-09-01,"FRA","Perak",21,"2022","France","Europe",4.69395,101.117577
2022-09-01,"FRA","Perlis",49,"2022","France","Europe",6.443589,100.216599
2022-09-01,"FRA","Pulau Pinang",246,"2022","France","Europe",5.285153,100.456238
2022-09-01,"FRA","Sabah",68,"2022","France","Europe",5.420404,116.796783
2022-09-01,"FRA","Sarawak",54,"2022","France","Europe",1.5575,110.3439
2022-09-01,"FRA","Selangor",6180,"2022","France","Europe",3.072751,101.423454
2022-09-01,"FRA","Terengganu",2,"2022","France","Europe",5.3292,103.1361
2022-09-01,"FRA","W.P. Labuan",3,"2022","France","Europe",5.3,115.22
2022-09-01,"GAB","Johor",4,"2022","Gabon","Africa",1.527549,103.745476
2022-09-01,"GAB","Selangor",4,"2022","Gabon","Africa",3.072751,101.423454
2022-09-01,"GBR","Johor",3265,"2022","United Kingdom","Europe",1.527549,103.745476
2022-09-01,"GBR","Kedah",331,"2022","United Kingdom","Europe",6.155672,100.569649
2022-09-01,"GBR","Kelantan",3,"2022","United Kingdom","Europe",6.125397,102.238068
2022-09-01,"GBR","Melaka",3,"2022","United Kingdom","Europe",2.1944,102.2486
2022-09-01,"GBR","Negeri Sembilan",2,"2022","United Kingdom","Europe",2.731813,102.252502
2022-09-01,"GBR","Pahang",8,"2022","United Kingdom","Europe",3.974341,102.438057
2022-09-01,"GBR","Perak",53,"2022","United Kingdom","Europe",4.69395,101.117577
2022-09-01,"GBR","Perlis",113,"2022","United Kingdom","Europe",6.443589,100.216599
2022-09-01,"GBR","Pulau Pinang",879,"2022","United Kingdom","Europe",5.285153,100.456238
2022-09-01,"GBR","Sabah",318,"2022","United Kingdom","Europe",5.420404,116.796783
2022-09-01,"GBR","Sarawak",968,"2022","United Kingdom","Europe",1.5575,110.3439
2022-09-01,"GBR","Selangor",11781,"2022","United Kingdom","Europe",3.072751,101.423454
2022-09-01,"GBR","Terengganu",3,"2022","United Kingdom","Europe",5.3292,103.1361
2022-09-01,"GBR","W.P. Labuan",44,"2022","United Kingdom","Europe",5.3,115.22
2022-09-01,"GEO","Johor",18,"2022","Georgia","Asia",1.527549,103.745476
2022-09-01,"GEO","Kedah",1,"2022","Georgia","Asia",6.155672,100.569649
2022-09-01,"GEO","Selangor",47,"2022","Georgia","Asia",3.072751,101.423454
